AUTHORS,TITLE,DOI,Venue
"Shahar Maoz, Jan Oliver Ringert, Rafi Shalom",Symbolic repairs for GR(1) specifications,,ICSE 2019
"Hung Viet Pham, Thibaud Lutellier, Weizhen Qi, Lin Tan",CRADLE: cross-backend validation to detect and localize bugs in deep learning libraries,,ICSE 2019
"Xie Wang, Huaijin Wang, Zhendong Su, Enyi Tang, Xin Chen, Weijun Shen, Zhenyu Chen, Linzhang Wang, Xianpei Zhang, Xuandong Li",Global optimization of numerical programs via prioritized stochastic algebraic transformations,,ICSE 2019
"Ameya Ketkar, Ali Mesbah, Davood Mazinanian, Danny Dig, Edward Aftandilian",Type migration in ultra-large-scale codebases,,ICSE 2019
"Tanzirul Azim, Arash Alavi, Iulian Neamtiu, Rajiv Gupta",Dynamic slicing for Android,,ICSE 2019
"Jingyi Wang, Guoliang Dong, Jun Sun, Xinyu Wang, Peixin Zhang",Adversarial sample detection for deep neural network through model mutation testing,,ICSE 2019
"Yuting Chen, Ting Su, Zhendong Su",Deep differential testing of JVM implementations,,ICSE 2019
