AUTHORS,TITLE,DOI,VENUE
"Frolin S. Ocariza Jr., Karthik Pattabiraman, Ali Mesbah",Detecting unknown inconsistencies in web applications.,10.1109/ASE.2017.8115667,ASE2017
"Matheus Paixão, Jens Krinke, DongGyun Han, Chaiyong Ragkhitwetsagul, Mark Harman",Are developers aware of the architectural impact of their changes?,10.1109/ASE.2017.8115622,ASE2017
"Sara Pérez-Soler, Esther Guerra, Juan de Lara, Francisco Jurado",The rise of the (modelling) bots - towards assisted modelling via social networks.,10.1109/ASE.2017.8115683,ASE2017
"Christopher Pietsch, Manuel Ohrndorf, Udo Kelter, Timo Kehrer",Incrementally slicing editable submodels.,10.1109/ASE.2017.8115704,ASE2017
"Gustavo Pinto, Anthony Canino, Fernando Castor, Guoqing Xu, Yu David Liu",Understanding and overcoming parallelism bottlenecks in ForkJoin applications.,10.1109/ASE.2017.8115687,ASE2017
"Wenyi Qian, Xin Peng, Jun Sun, Yijun Yu, Bashar Nuseibeh, Wenyun Zhao",O2O service composition with social collaboration.,10.1109/ASE.2017.8115657,ASE2017
"Yasmin Rafiq, Luke Dickens, Alessandra Russo, Arosha K. Bandara, Mu Yang, Avelie Stuart, Mark Levine, Gul Calikli, Blaine A. Price, Bashar Nuseibeh",Learning to share - engineering adaptive decision-support for online social networks.,10.1109/ASE.2017.8115641,ASE2017
