AUTHORS,TITLE,DOI,Venue
"William Ravelo-Méndez, Camilo Escobar-Velásquez, Mario Linares-Vásquez",Kraken-Mobile: Cross-Device Interaction-Based Testing of Android Apps,,ICSME2019
"Hussein Alrubaye, Mohamed Wiem Mkaouer, Ali Ouni",MigrationMiner: An Automated Detection Tool of Third-Party Java Library Migration at the Method Level,,ICSME2019
"Laura Bello-Jiménez, Alejandro Mazuera-Rozo, Mario Linares-Vásquez, Gabriele Bavota",OPIA: A Tool for On-Device Testing of Vulnerabilities in Android Applications,,ICSME2019
"Masahiro Hata, Masashi Nishimoto, Keiji Nishiyama, Hideyuki Kawabata, Tetsuo Hironaka",OSAIFU: A Source Code Factorizer on Android Studio,,ICSME2019
"Gustavo Sizílio Nery, Daniel Alencar da Costa, Uirá Kulesza",An Empirical Study of the Relationship between Continuous Integration and Test Code Evolution,,ICSME2019
"Abdullah Alsharif, Gregory M. Kapfhammer, Phil McMinn",What Factors Make SQL Test Cases Understandable for Testers? A Human Study of Automated Test Data Generation Techniques,,ICSME2019
"Wenhua Zhao, Zhenkai Ding, Mingyuan Xia, Zhengwei Qi",Systematically Testing and Diagnosing Responsiveness for Android Apps,,ICSME2019
